,fips,stateabb,sedacountyname,subject,grade,year,variable,gcs_value,student_category,clean_student_category
874,6,CA,Fresno County,mth,4,2017,gcs_mn_whg,2.150139266001185,whg,White-Hispanic Gap
876,6,CA,Fresno County,mth,4,2018,gcs_mn_whg,2.005500218716786,whg,White-Hispanic Gap
878,6,CA,Fresno County,mth,5,2009,gcs_mn_whg,1.995484920330352,whg,White-Hispanic Gap
880,6,CA,Fresno County,mth,5,2010,gcs_mn_whg,1.949990824770766,whg,White-Hispanic Gap
882,6,CA,Fresno County,mth,5,2011,gcs_mn_whg,1.884541799717641,whg,White-Hispanic Gap
884,6,CA,Fresno County,mth,5,2012,gcs_mn_whg,2.091842419653479,whg,White-Hispanic Gap
886,6,CA,Fresno County,mth,5,2013,gcs_mn_whg,1.830178375113422,whg,White-Hispanic Gap
888,6,CA,Fresno County,mth,5,2015,gcs_mn_whg,2.304703667230545,whg,White-Hispanic Gap
890,6,CA,Fresno County,mth,5,2016,gcs_mn_whg,2.116378382384068,whg,White-Hispanic Gap
892,6,CA,Fresno County,mth,5,2017,gcs_mn_whg,2.182999065763143,whg,White-Hispanic Gap
894,6,CA,Fresno County,mth,5,2018,gcs_mn_whg,2.176211903422338,whg,White-Hispanic Gap
896,6,CA,Fresno County,mth,6,2009,gcs_mn_whg,2.383082176923953,whg,White-Hispanic Gap
898,6,CA,Fresno County,mth,6,2010,gcs_mn_whg,1.962588729878007,whg,White-Hispanic Gap
900,6,CA,Fresno County,mth,6,2011,gcs_mn_whg,2.041520150419074,whg,White-Hispanic Gap
902,6,CA,Fresno County,mth,6,2012,gcs_mn_whg,2.029610810934425,whg,White-Hispanic Gap
904,6,CA,Fresno County,mth,6,2013,gcs_mn_whg,2.326013567292264,whg,White-Hispanic Gap
906,6,CA,Fresno County,mth,6,2015,gcs_mn_whg,2.497267225649379,whg,White-Hispanic Gap
908,6,CA,Fresno County,mth,6,2016,gcs_mn_whg,2.465301391567903,whg,White-Hispanic Gap
910,6,CA,Fresno County,mth,6,2017,gcs_mn_whg,2.257792222784281,whg,White-Hispanic Gap
912,6,CA,Fresno County,mth,6,2018,gcs_mn_whg,2.399904907126726,whg,White-Hispanic Gap
919,6,CA,Fresno County,mth,7,2015,gcs_mn_whg,2.523728758119282,whg,White-Hispanic Gap
921,6,CA,Fresno County,mth,7,2016,gcs_mn_whg,2.767781394887085,whg,White-Hispanic Gap
923,6,CA,Fresno County,mth,7,2017,gcs_mn_whg,2.769071843083319,whg,White-Hispanic Gap
925,6,CA,Fresno County,mth,7,2018,gcs_mn_whg,2.592932197966951,whg,White-Hispanic Gap
932,6,CA,Fresno County,mth,8,2015,gcs_mn_whg,3.085711067737253,whg,White-Hispanic Gap
934,6,CA,Fresno County,mth,8,2016,gcs_mn_whg,2.640298206345602,whg,White-Hispanic Gap
936,6,CA,Fresno County,mth,8,2017,gcs_mn_whg,2.675751128020669,whg,White-Hispanic Gap
938,6,CA,Fresno County,mth,8,2018,gcs_mn_whg,2.621491189435475,whg,White-Hispanic Gap
940,6,CA,Glenn County,mth,3,2009,gcs_mn_whg,1.948806565419252,whg,White-Hispanic Gap
942,6,CA,Glenn County,mth,3,2010,gcs_mn_whg,1.850007580689292,whg,White-Hispanic Gap
944,6,CA,Glenn County,mth,3,2011,gcs_mn_whg,1.893441454367127,whg,White-Hispanic Gap
946,6,CA,Glenn County,mth,3,2012,gcs_mn_whg,1.819529070333995,whg,White-Hispanic Gap
948,6,CA,Glenn County,mth,3,2013,gcs_mn_whg,1.62775771628861,whg,White-Hispanic Gap
950,6,CA,Glenn County,mth,3,2015,gcs_mn_whg,1.157804355733408,whg,White-Hispanic Gap
952,6,CA,Glenn County,mth,3,2016,gcs_mn_whg,,whg,White-Hispanic Gap
954,6,CA,Glenn County,mth,3,2017,gcs_mn_whg,1.038506326700583,whg,White-Hispanic Gap
956,6,CA,Glenn County,mth,3,2018,gcs_mn_whg,1.495136394006344,whg,White-Hispanic Gap
958,6,CA,Glenn County,mth,4,2009,gcs_mn_whg,1.11325906092809,whg,White-Hispanic Gap
960,6,CA,Glenn County,mth,4,2010,gcs_mn_whg,1.209302139096406,whg,White-Hispanic Gap
962,6,CA,Glenn County,mth,4,2011,gcs_mn_whg,0.980065043826204,whg,White-Hispanic Gap
964,6,CA,Glenn County,mth,4,2012,gcs_mn_whg,0.9741377683764582,whg,White-Hispanic Gap
966,6,CA,Glenn County,mth,4,2013,gcs_mn_whg,1.14446537686588,whg,White-Hispanic Gap
968,6,CA,Glenn County,mth,4,2015,gcs_mn_whg,1.642298872519468,whg,White-Hispanic Gap
970,6,CA,Glenn County,mth,4,2016,gcs_mn_whg,1.304224314343517,whg,White-Hispanic Gap
972,6,CA,Glenn County,mth,4,2017,gcs_mn_whg,1.76035186614881,whg,White-Hispanic Gap
974,6,CA,Glenn County,mth,4,2018,gcs_mn_whg,1.436315224742427,whg,White-Hispanic Gap
976,6,CA,Glenn County,mth,5,2009,gcs_mn_whg,0.9494571964550348,whg,White-Hispanic Gap
978,6,CA,Glenn County,mth,5,2010,gcs_mn_whg,1.04046875628156,whg,White-Hispanic Gap
980,6,CA,Glenn County,mth,5,2011,gcs_mn_whg,1.567740183974839,whg,White-Hispanic Gap
982,6,CA,Glenn County,mth,5,2012,gcs_mn_whg,1.031749935876615,whg,White-Hispanic Gap
984,6,CA,Glenn County,mth,5,2013,gcs_mn_whg,1.614255095077086,whg,White-Hispanic Gap
986,6,CA,Glenn County,mth,5,2015,gcs_mn_whg,1.269904894403385,whg,White-Hispanic Gap
988,6,CA,Glenn County,mth,5,2016,gcs_mn_whg,1.443594482648243,whg,White-Hispanic Gap
990,6,CA,Glenn County,mth,5,2017,gcs_mn_whg,1.572713995580911,whg,White-Hispanic Gap
992,6,CA,Glenn County,mth,5,2018,gcs_mn_whg,1.406196683218,whg,White-Hispanic Gap
994,6,CA,Glenn County,mth,6,2009,gcs_mn_whg,1.208365512714875,whg,White-Hispanic Gap
996,6,CA,Glenn County,mth,6,2010,gcs_mn_whg,0.9843804114979005,whg,White-Hispanic Gap
998,6,CA,Glenn County,mth,6,2011,gcs_mn_whg,1.83889585145113,whg,White-Hispanic Gap
1000,6,CA,Glenn County,mth,6,2012,gcs_mn_whg,2.153388281007806,whg,White-Hispanic Gap
1002,6,CA,Glenn County,mth,6,2013,gcs_mn_whg,1.533890801127819,whg,White-Hispanic Gap
1004,6,CA,Glenn County,mth,6,2015,gcs_mn_whg,1.552639805695656,whg,White-Hispanic Gap
1006,6,CA,Glenn County,mth,6,2016,gcs_mn_whg,,whg,White-Hispanic Gap
1007,6,CA,Glenn County,mth,6,2017,gcs_mn_whg,1.020180574713429,whg,White-Hispanic Gap
1009,6,CA,Glenn County,mth,6,2018,gcs_mn_whg,,whg,White-Hispanic Gap
1016,6,CA,Glenn County,mth,7,2015,gcs_mn_whg,1.885638901977341,whg,White-Hispanic Gap
1018,6,CA,Glenn County,mth,7,2016,gcs_mn_whg,2.149364768527889,whg,White-Hispanic Gap
1020,6,CA,Glenn County,mth,7,2018,gcs_mn_whg,1.634248789145212,whg,White-Hispanic Gap
1027,6,CA,Glenn County,mth,8,2015,gcs_mn_whg,0.4751377959199176,whg,White-Hispanic Gap
1029,6,CA,Glenn County,mth,8,2016,gcs_mn_whg,,whg,White-Hispanic Gap
1030,6,CA,Glenn County,mth,8,2017,gcs_mn_whg,1.671192097191619,whg,White-Hispanic Gap
1032,6,CA,Glenn County,mth,8,2018,gcs_mn_whg,,whg,White-Hispanic Gap
1033,6,CA,Humboldt County,mth,3,2009,gcs_mn_whg,0.8906754960999231,whg,White-Hispanic Gap
1035,6,CA,Humboldt County,mth,3,2010,gcs_mn_whg,1.307831135481174,whg,White-Hispanic Gap
1037,6,CA,Humboldt County,mth,3,2011,gcs_mn_whg,1.242738535431897,whg,White-Hispanic Gap
1039,6,CA,Humboldt County,mth,3,2012,gcs_mn_whg,0.746910841932054,whg,White-Hispanic Gap
1041,6,CA,Humboldt County,mth,3,2013,gcs_mn_whg,1.29312702379852,whg,White-Hispanic Gap
1043,6,CA,Humboldt County,mth,3,2015,gcs_mn_whg,1.297679306193706,whg,White-Hispanic Gap
1045,6,CA,Humboldt County,mth,3,2016,gcs_mn_whg,1.385187020846174,whg,White-Hispanic Gap
1047,6,CA,Humboldt County,mth,3,2017,gcs_mn_whg,1.498102298423249,whg,White-Hispanic Gap
1049,6,CA,Humboldt County,mth,3,2018,gcs_mn_whg,0.946152671790106,whg,White-Hispanic Gap
1051,6,CA,Humboldt County,mth,4,2009,gcs_mn_whg,1.529379497804455,whg,White-Hispanic Gap
1053,6,CA,Humboldt County,mth,4,2010,gcs_mn_whg,0.5770707952497742,whg,White-Hispanic Gap
1055,6,CA,Humboldt County,mth,4,2011,gcs_mn_whg,1.204197769109488,whg,White-Hispanic Gap
1057,6,CA,Humboldt County,mth,4,2012,gcs_mn_whg,1.463973049015916,whg,White-Hispanic Gap
1059,6,CA,Humboldt County,mth,4,2013,gcs_mn_whg,0.4805638473053141,whg,White-Hispanic Gap
1061,6,CA,Humboldt County,mth,4,2015,gcs_mn_whg,1.227633914763898,whg,White-Hispanic Gap
1063,6,CA,Humboldt County,mth,4,2016,gcs_mn_whg,1.244754968850483,whg,White-Hispanic Gap
1065,6,CA,Humboldt County,mth,4,2017,gcs_mn_whg,1.303429874639774,whg,White-Hispanic Gap
1067,6,CA,Humboldt County,mth,4,2018,gcs_mn_whg,1.68673110925468,whg,White-Hispanic Gap
1069,6,CA,Humboldt County,mth,5,2009,gcs_mn_whg,1.662110484401918,whg,White-Hispanic Gap
1071,6,CA,Humboldt County,mth,5,2010,gcs_mn_whg,1.645682468553582,whg,White-Hispanic Gap
1073,6,CA,Humboldt County,mth,5,2011,gcs_mn_whg,1.245799759843064,whg,White-Hispanic Gap
1075,6,CA,Humboldt County,mth,5,2012,gcs_mn_whg,1.174887895608272,whg,White-Hispanic Gap
1077,6,CA,Humboldt County,mth,5,2013,gcs_mn_whg,1.513201049138243,whg,White-Hispanic Gap
1079,6,CA,Humboldt County,mth,5,2015,gcs_mn_whg,1.195876069029949,whg,White-Hispanic Gap
1081,6,CA,Humboldt County,mth,5,2016,gcs_mn_whg,0.8683180120783239,whg,White-Hispanic Gap
1083,6,CA,Humboldt County,mth,5,2017,gcs_mn_whg,1.628597645362506,whg,White-Hispanic Gap
1085,6,CA,Humboldt County,mth,5,2018,gcs_mn_whg,1.471563550741368,whg,White-Hispanic Gap
1087,6,CA,Humboldt County,mth,6,2009,gcs_mn_whg,1.024252619518405,whg,White-Hispanic Gap
1089,6,CA,Humboldt County,mth,6,2010,gcs_mn_whg,0.9188530127970088,whg,White-Hispanic Gap
1091,6,CA,Humboldt County,mth,6,2011,gcs_mn_whg,1.434279933244542,whg,White-Hispanic Gap
1093,6,CA,Humboldt County,mth,6,2012,gcs_mn_whg,1.382849196620797,whg,White-Hispanic Gap
1095,6,CA,Humboldt County,mth,6,2013,gcs_mn_whg,1.285751268156384,whg,White-Hispanic Gap
1097,6,CA,Humboldt County,mth,6,2015,gcs_mn_whg,1.179816239370266,whg,White-Hispanic Gap
1099,6,CA,Humboldt County,mth,6,2016,gcs_mn_whg,1.326924448838563,whg,White-Hispanic Gap
1101,6,CA,Humboldt County,mth,6,2017,gcs_mn_whg,1.45011840405715,whg,White-Hispanic Gap
1103,6,CA,Humboldt County,mth,6,2018,gcs_mn_whg,1.604886814787289,whg,White-Hispanic Gap
1110,6,CA,Humboldt County,mth,7,2015,gcs_mn_whg,1.536501306854783,whg,White-Hispanic Gap
1112,6,CA,Humboldt County,mth,7,2016,gcs_mn_whg,1.457699433843584,whg,White-Hispanic Gap
1114,6,CA,Humboldt County,mth,7,2017,gcs_mn_whg,2.059224680422196,whg,White-Hispanic Gap
1116,6,CA,Humboldt County,mth,7,2018,gcs_mn_whg,1.629771429070629,whg,White-Hispanic Gap
1123,6,CA,Humboldt County,mth,8,2015,gcs_mn_whg,2.076310991403052,whg,White-Hispanic Gap
1125,6,CA,Humboldt County,mth,8,2016,gcs_mn_whg,,whg,White-Hispanic Gap
1127,6,CA,Humboldt County,mth,8,2017,gcs_mn_whg,1.673467198222503,whg,White-Hispanic Gap
1129,6,CA,Humboldt County,mth,8,2018,gcs_mn_whg,1.828590823224725,whg,White-Hispanic Gap
1131,6,CA,Imperial County,mth,3,2009,gcs_mn_whg,1.119264481892659,whg,White-Hispanic Gap
1133,6,CA,Imperial County,mth,3,2010,gcs_mn_whg,1.420365317821866,whg,White-Hispanic Gap
1135,6,CA,Imperial County,mth,3,2011,gcs_mn_whg,1.675039374591591,whg,White-Hispanic Gap
1137,6,CA,Imperial County,mth,3,2012,gcs_mn_whg,1.33702210832727,whg,White-Hispanic Gap
1139,6,CA,Imperial County,mth,3,2013,gcs_mn_whg,1.855297474790122,whg,White-Hispanic Gap
1141,6,CA,Imperial County,mth,3,2015,gcs_mn_whg,1.811419970943694,whg,White-Hispanic Gap
1143,6,CA,Imperial County,mth,3,2016,gcs_mn_whg,,whg,White-Hispanic Gap
1145,6,CA,Imperial County,mth,3,2017,gcs_mn_whg,1.296038868238271,whg,White-Hispanic Gap
1147,6,CA,Imperial County,mth,3,2018,gcs_mn_whg,1.565736646679354,whg,White-Hispanic Gap
1149,6,CA,Imperial County,mth,4,2009,gcs_mn_whg,1.116652258344575,whg,White-Hispanic Gap
1151,6,CA,Imperial County,mth,4,2010,gcs_mn_whg,1.336452457053407,whg,White-Hispanic Gap
1153,6,CA,Imperial County,mth,4,2011,gcs_mn_whg,1.348990969385858,whg,White-Hispanic Gap
1155,6,CA,Imperial County,mth,4,2012,gcs_mn_whg,1.43597024520402,whg,White-Hispanic Gap
1157,6,CA,Imperial County,mth,4,2013,gcs_mn_whg,1.566841543022397,whg,White-Hispanic Gap
1159,6,CA,Imperial County,mth,4,2015,gcs_mn_whg,2.176855914099873,whg,White-Hispanic Gap
1161,6,CA,Imperial County,mth,4,2016,gcs_mn_whg,,whg,White-Hispanic Gap
1163,6,CA,Imperial County,mth,4,2017,gcs_mn_whg,1.740727420968766,whg,White-Hispanic Gap
1165,6,CA,Imperial County,mth,4,2018,gcs_mn_whg,1.574573326048455,whg,White-Hispanic Gap
1167,6,CA,Imperial County,mth,5,2009,gcs_mn_whg,1.248972536330265,whg,White-Hispanic Gap
1169,6,CA,Imperial County,mth,5,2010,gcs_mn_whg,1.031972610409758,whg,White-Hispanic Gap
1171,6,CA,Imperial County,mth,5,2011,gcs_mn_whg,1.408856424725262,whg,White-Hispanic Gap
1173,6,CA,Imperial County,mth,5,2012,gcs_mn_whg,1.554425804394093,whg,White-Hispanic Gap
1175,6,CA,Imperial County,mth,5,2013,gcs_mn_whg,1.550921585344169,whg,White-Hispanic Gap
1177,6,CA,Imperial County,mth,5,2015,gcs_mn_whg,1.727544625672628,whg,White-Hispanic Gap
1179,6,CA,Imperial County,mth,5,2016,gcs_mn_whg,,whg,White-Hispanic Gap
1181,6,CA,Imperial County,mth,5,2017,gcs_mn_whg,1.990831647820567,whg,White-Hispanic Gap
1183,6,CA,Imperial County,mth,5,2018,gcs_mn_whg,1.453959585506706,whg,White-Hispanic Gap
1185,6,CA,Imperial County,mth,6,2009,gcs_mn_whg,1.834265244011202,whg,White-Hispanic Gap
1187,6,CA,Imperial County,mth,6,2010,gcs_mn_whg,1.387390617377035,whg,White-Hispanic Gap
1189,6,CA,Imperial County,mth,6,2011,gcs_mn_whg,1.365624136608034,whg,White-Hispanic Gap
1191,6,CA,Imperial County,mth,6,2012,gcs_mn_whg,1.353297598725175,whg,White-Hispanic Gap
1193,6,CA,Imperial County,mth,6,2013,gcs_mn_whg,1.830406816649094,whg,White-Hispanic Gap
1195,6,CA,Imperial County,mth,6,2015,gcs_mn_whg,2.048914920016033,whg,White-Hispanic Gap
1197,6,CA,Imperial County,mth,6,2016,gcs_mn_whg,1.855316205834882,whg,White-Hispanic Gap
1199,6,CA,Imperial County,mth,6,2017,gcs_mn_whg,2.236800617308138,whg,White-Hispanic Gap
1201,6,CA,Imperial County,mth,6,2018,gcs_mn_whg,2.184249746743391,whg,White-Hispanic Gap
1208,6,CA,Imperial County,mth,7,2015,gcs_mn_whg,1.631181523176004,whg,White-Hispanic Gap
1210,6,CA,Imperial County,mth,7,2016,gcs_mn_whg,,whg,White-Hispanic Gap
1212,6,CA,Imperial County,mth,7,2017,gcs_mn_whg,2.154273753225135,whg,White-Hispanic Gap
1213,6,CA,Imperial County,mth,7,2018,gcs_mn_whg,2.14988314092291,whg,White-Hispanic Gap
1220,6,CA,Imperial County,mth,8,2015,gcs_mn_whg,1.287762822615456,whg,White-Hispanic Gap
1222,6,CA,Imperial County,mth,8,2016,gcs_mn_whg,1.687610328696094,whg,White-Hispanic Gap
1224,6,CA,Imperial County,mth,8,2017,gcs_mn_whg,1.735795396414427,whg,White-Hispanic Gap
1226,6,CA,Imperial County,mth,8,2018,gcs_mn_whg,1.692609092927963,whg,White-Hispanic Gap
1228,6,CA,Inyo County,mth,3,2009,gcs_mn_whg,1.595995534549262,whg,White-Hispanic Gap
1230,6,CA,Inyo County,mth,3,2010,gcs_mn_whg,2.075628757902046,whg,White-Hispanic Gap
1232,6,CA,Inyo County,mth,3,2011,gcs_mn_whg,1.717103249181556,whg,White-Hispanic Gap
1234,6,CA,Inyo County,mth,3,2012,gcs_mn_whg,1.816835140789667,whg,White-Hispanic Gap
1236,6,CA,Inyo County,mth,3,2013,gcs_mn_whg,2.084377817211984,whg,White-Hispanic Gap
1238,6,CA,Inyo County,mth,3,2015,gcs_mn_whg,2.436239046029498,whg,White-Hispanic Gap
1240,6,CA,Inyo County,mth,3,2017,gcs_mn_whg,2.067013273430196,whg,White-Hispanic Gap
1242,6,CA,Inyo County,mth,3,2018,gcs_mn_whg,1.753711573309058,whg,White-Hispanic Gap
1243,6,CA,Inyo County,mth,4,2009,gcs_mn_whg,0.877270821806027,whg,White-Hispanic Gap
1245,6,CA,Inyo County,mth,4,2010,gcs_mn_whg,1.306825546155138,whg,White-Hispanic Gap
1247,6,CA,Inyo County,mth,4,2011,gcs_mn_whg,1.695807621518252,whg,White-Hispanic Gap
1249,6,CA,Inyo County,mth,4,2012,gcs_mn_whg,1.375211315866043,whg,White-Hispanic Gap
1251,6,CA,Inyo County,mth,4,2013,gcs_mn_whg,1.705332240169063,whg,White-Hispanic Gap
1253,6,CA,Inyo County,mth,4,2015,gcs_mn_whg,2.630486083660537,whg,White-Hispanic Gap
1255,6,CA,Inyo County,mth,4,2016,gcs_mn_whg,,whg,White-Hispanic Gap
1257,6,CA,Inyo County,mth,4,2018,gcs_mn_whg,2.042545090284263,whg,White-Hispanic Gap
1259,6,CA,Inyo County,mth,5,2009,gcs_mn_whg,2.217386588835399,whg,White-Hispanic Gap
1261,6,CA,Inyo County,mth,5,2010,gcs_mn_whg,1.282288203314174,whg,White-Hispanic Gap
1263,6,CA,Inyo County,mth,5,2011,gcs_mn_whg,1.475434792032193,whg,White-Hispanic Gap
1265,6,CA,Inyo County,mth,5,2012,gcs_mn_whg,2.160806999833411,whg,White-Hispanic Gap
1267,6,CA,Inyo County,mth,5,2013,gcs_mn_whg,2.60964219493224,whg,White-Hispanic Gap
1269,6,CA,Inyo County,mth,5,2015,gcs_mn_whg,2.814025670118288,whg,White-Hispanic Gap
1271,6,CA,Inyo County,mth,5,2016,gcs_mn_whg,,whg,White-Hispanic Gap
1273,6,CA,Inyo County,mth,5,2017,gcs_mn_whg,2.588104154023352,whg,White-Hispanic Gap
1275,6,CA,Inyo County,mth,5,2018,gcs_mn_whg,2.451395138917624,whg,White-Hispanic Gap
1277,6,CA,Inyo County,mth,6,2009,gcs_mn_whg,2.160259778611572,whg,White-Hispanic Gap
1279,6,CA,Inyo County,mth,6,2010,gcs_mn_whg,2.185584482616515,whg,White-Hispanic Gap
1281,6,CA,Inyo County,mth,6,2011,gcs_mn_whg,1.466853721595603,whg,White-Hispanic Gap
1283,6,CA,Inyo County,mth,6,2012,gcs_mn_whg,1.936016001824706,whg,White-Hispanic Gap
1285,6,CA,Inyo County,mth,6,2013,gcs_mn_whg,,whg,White-Hispanic Gap
1287,6,CA,Inyo County,mth,6,2015,gcs_mn_whg,1.935386474711401,whg,White-Hispanic Gap
1289,6,CA,Inyo County,mth,6,2017,gcs_mn_whg,2.410622657470508,whg,White-Hispanic Gap
1291,6,CA,Inyo County,mth,6,2018,gcs_mn_whg,,whg,White-Hispanic Gap
1299,6,CA,Inyo County,mth,7,2017,gcs_mn_whg,3.012225368306731,whg,White-Hispanic Gap
1301,6,CA,Inyo County,mth,7,2018,gcs_mn_whg,,whg,White-Hispanic Gap
1308,6,CA,Inyo County,mth,8,2015,gcs_mn_whg,2.082022086719747,whg,White-Hispanic Gap
1310,6,CA,Inyo County,mth,8,2018,gcs_mn_whg,3.273393854532519,whg,White-Hispanic Gap
1312,6,CA,Kern County,mth,3,2009,gcs_mn_whg,1.136502712379481,whg,White-Hispanic Gap
1314,6,CA,Kern County,mth,3,2010,gcs_mn_whg,1.274773112189781,whg,White-Hispanic Gap
1316,6,CA,Kern County,mth,3,2011,gcs_mn_whg,1.092925294845316,whg,White-Hispanic Gap
1318,6,CA,Kern County,mth,3,2012,gcs_mn_whg,0.8985168395690556,whg,White-Hispanic Gap
1320,6,CA,Kern County,mth,3,2013,gcs_mn_whg,0.9929620581059996,whg,White-Hispanic Gap
1322,6,CA,Kern County,mth,3,2015,gcs_mn_whg,1.171331349234879,whg,White-Hispanic Gap
1324,6,CA,Kern County,mth,3,2016,gcs_mn_whg,1.037141932710306,whg,White-Hispanic Gap
1326,6,CA,Kern County,mth,3,2017,gcs_mn_whg,0.9332189350556924,whg,White-Hispanic Gap
1328,6,CA,Kern County,mth,3,2018,gcs_mn_whg,1.119967954157304,whg,White-Hispanic Gap
1330,6,CA,Kern County,mth,4,2009,gcs_mn_whg,0.9896436543827848,whg,White-Hispanic Gap
1332,6,CA,Kern County,mth,4,2010,gcs_mn_whg,0.6872866531062117,whg,White-Hispanic Gap
1334,6,CA,Kern County,mth,4,2011,gcs_mn_whg,0.7878900912636532,whg,White-Hispanic Gap
1336,6,CA,Kern County,mth,4,2012,gcs_mn_whg,0.6296109888522387,whg,White-Hispanic Gap
1338,6,CA,Kern County,mth,4,2013,gcs_mn_whg,0.6441015314239246,whg,White-Hispanic Gap
1340,6,CA,Kern County,mth,4,2015,gcs_mn_whg,1.274715351783305,whg,White-Hispanic Gap
1342,6,CA,Kern County,mth,4,2016,gcs_mn_whg,1.166387045504083,whg,White-Hispanic Gap
1344,6,CA,Kern County,mth,4,2017,gcs_mn_whg,1.097124997573776,whg,White-Hispanic Gap
1346,6,CA,Kern County,mth,4,2018,gcs_mn_whg,1.088429616730981,whg,White-Hispanic Gap
1348,6,CA,Kern County,mth,5,2009,gcs_mn_whg,1.134454153404181,whg,White-Hispanic Gap
1350,6,CA,Kern County,mth,5,2010,gcs_mn_whg,0.7146378713490502,whg,White-Hispanic Gap
1352,6,CA,Kern County,mth,5,2011,gcs_mn_whg,0.606182440471885,whg,White-Hispanic Gap
1354,6,CA,Kern County,mth,5,2012,gcs_mn_whg,0.6906551905535151,whg,White-Hispanic Gap
1356,6,CA,Kern County,mth,5,2013,gcs_mn_whg,0.6727093619130028,whg,White-Hispanic Gap
1358,6,CA,Kern County,mth,5,2015,gcs_mn_whg,1.557345021287767,whg,White-Hispanic Gap
1360,6,CA,Kern County,mth,5,2016,gcs_mn_whg,1.330376210442798,whg,White-Hispanic Gap
1362,6,CA,Kern County,mth,5,2017,gcs_mn_whg,1.255181497481171,whg,White-Hispanic Gap
1364,6,CA,Kern County,mth,5,2018,gcs_mn_whg,1.209167249209458,whg,White-Hispanic Gap
1366,6,CA,Kern County,mth,6,2009,gcs_mn_whg,1.220324545518396,whg,White-Hispanic Gap
1368,6,CA,Kern County,mth,6,2010,gcs_mn_whg,1.050190325018055,whg,White-Hispanic Gap
1370,6,CA,Kern County,mth,6,2011,gcs_mn_whg,1.01917387892817,whg,White-Hispanic Gap
1372,6,CA,Kern County,mth,6,2012,gcs_mn_whg,0.8629596498521825,whg,White-Hispanic Gap
1374,6,CA,Kern County,mth,6,2013,gcs_mn_whg,0.9369587140206443,whg,White-Hispanic Gap
1376,6,CA,Kern County,mth,6,2015,gcs_mn_whg,1.285351984138062,whg,White-Hispanic Gap
1378,6,CA,Kern County,mth,6,2016,gcs_mn_whg,1.509259443445903,whg,White-Hispanic Gap
1380,6,CA,Kern County,mth,6,2017,gcs_mn_whg,1.200345090306102,whg,White-Hispanic Gap
1382,6,CA,Kern County,mth,6,2018,gcs_mn_whg,1.13265991259147,whg,White-Hispanic Gap
1389,6,CA,Kern County,mth,7,2015,gcs_mn_whg,1.641569471333631,whg,White-Hispanic Gap
1391,6,CA,Kern County,mth,7,2016,gcs_mn_whg,1.58873739239699,whg,White-Hispanic Gap
1393,6,CA,Kern County,mth,7,2017,gcs_mn_whg,1.796568662318685,whg,White-Hispanic Gap
1395,6,CA,Kern County,mth,7,2018,gcs_mn_whg,1.596958114549333,whg,White-Hispanic Gap
1402,6,CA,Kern County,mth,8,2015,gcs_mn_whg,1.168603848215174,whg,White-Hispanic Gap
1404,6,CA,Kern County,mth,8,2016,gcs_mn_whg,1.146186104486939,whg,White-Hispanic Gap
1406,6,CA,Kern County,mth,8,2017,gcs_mn_whg,1.225328341702713,whg,White-Hispanic Gap
1408,6,CA,Kern County,mth,8,2018,gcs_mn_whg,1.383170149453614,whg,White-Hispanic Gap
1410,6,CA,Kings County,mth,3,2009,gcs_mn_whg,1.751833804281732,whg,White-Hispanic Gap
1412,6,CA,Kings County,mth,3,2010,gcs_mn_whg,1.406922246711737,whg,White-Hispanic Gap
1414,6,CA,Kings County,mth,3,2011,gcs_mn_whg,1.258409298593323,whg,White-Hispanic Gap
1416,6,CA,Kings County,mth,3,2012,gcs_mn_whg,1.5215155749513,whg,White-Hispanic Gap
1418,6,CA,Kings County,mth,3,2013,gcs_mn_whg,1.407885474962769,whg,White-Hispanic Gap
1420,6,CA,Kings County,mth,3,2015,gcs_mn_whg,1.710161227872655,whg,White-Hispanic Gap
1422,6,CA,Kings County,mth,3,2016,gcs_mn_whg,1.585791301456159,whg,White-Hispanic Gap
1424,6,CA,Kings County,mth,3,2017,gcs_mn_whg,1.869620945573157,whg,White-Hispanic Gap
1426,6,CA,Kings County,mth,3,2018,gcs_mn_whg,1.390713500517206,whg,White-Hispanic Gap
1428,6,CA,Kings County,mth,4,2009,gcs_mn_whg,1.808411301001455,whg,White-Hispanic Gap
1430,6,CA,Kings County,mth,4,2010,gcs_mn_whg,1.783228329327739,whg,White-Hispanic Gap
1432,6,CA,Kings County,mth,4,2011,gcs_mn_whg,1.004639893881413,whg,White-Hispanic Gap
1434,6,CA,Kings County,mth,4,2012,gcs_mn_whg,1.168134160061804,whg,White-Hispanic Gap
1436,6,CA,Kings County,mth,4,2013,gcs_mn_whg,1.569470165537788,whg,White-Hispanic Gap
1438,6,CA,Kings County,mth,4,2015,gcs_mn_whg,1.7358265318364,whg,White-Hispanic Gap
1440,6,CA,Kings County,mth,4,2016,gcs_mn_whg,1.900197692668643,whg,White-Hispanic Gap
1442,6,CA,Kings County,mth,4,2017,gcs_mn_whg,1.810844455669096,whg,White-Hispanic Gap
1444,6,CA,Kings County,mth,4,2018,gcs_mn_whg,1.862695071853278,whg,White-Hispanic Gap
1446,6,CA,Kings County,mth,5,2009,gcs_mn_whg,1.092551478220958,whg,White-Hispanic Gap
1448,6,CA,Kings County,mth,5,2010,gcs_mn_whg,1.454724267485636,whg,White-Hispanic Gap
1450,6,CA,Kings County,mth,5,2011,gcs_mn_whg,1.213848505765948,whg,White-Hispanic Gap
